"","year","make","model","price","mileage","ratings"
"1710",2018,"Nissan","Altima","17806",NA,"4.8  "
"1711",2008,"Mitsubishi","Lancer","16995","125872","5  "
"1712",2012,"GMC","Terrain","17987","45133","4.5  "
"1713",2008,"Mercedes","Benz","15997","78854","5  "
"1714",2004,"Honda","Element","2798","172683","4.8  "
"1715",2008,"Ford","Escape","3898","163734","4.8  "
"1716",2016,"INFINITI","Q50","36300","25394","4.8  "
"1717",2011,"Kia","Optima","9198","59761","4.8  "
"1718",2010,"Mitsubishi","Lancer","6888","86403","4.8  "
"1719",2004,"Toyota","Tacoma","10995","91140","3  "
"1720",2015,"Ford","Mustang","31998","10789","3  "
"1721",2006,"Honda","Civic","3995","135096","3.8  "
"1722",2014,"Jeep","Wrangler","23900","31006","5  "
"1723",2015,"Audi","A5","21991","64706","4.8  "
"1724",2011,"Mercedes","Benz","18990","72304","4.8  "
"1725",2005,"Chevrolet","Colorado","7995","122000",NA
"1726",2005,"Chevrolet","Corvette","21995","38066","4.8  "
"1727",2007,"Cadillac","Escalade","23990","62203","3  "
"1728",2003,"BMW","Z4","9848","103","4.6  "
"1729",2012,"Land","Rover","24892","80443","4.8  "
"1730",2014,"BMW","X3","17988","66800","4.7  "
"1731",2016,"Mercedes","Benz","40998","15088","4.9  "
"1732",2016,"Toyota","Tundra","28500","30008","4.4  "
"1733",2015,"Mercedes","Benz","25494","41754","4.4  "
"1734",2008,"Cadillac","Escalade","20995","76521","4.1  "
"1735",2008,"Mazda","Mazda3","4995","96653","4.9  "
"1736",2006,"Honda","Odyssey","7495","93395","4.9  "
"1737",2018,"Jeep","Wrangler","46249",NA,"4.7  "
"1738",2015,"Jeep","Wrangler","25210","49261","4.7  "
"1739",2010,"Hyundai","Sonata","5400","91000",NA
"1740",2015,"Mercedes","Benz","34998","25849","4.7  "
"1741",1989,"Mercedes","Benz","24995","38479","5  "
"1742",2015,"Mercedes","Benz","42490","30921","4.8  "
"1743",2016,"Porsche","Macan","49400","12992","4.7  "
"1744",2015,"Toyota","4Runner","29600","18527","4.7  "
"1745",2016,"BMW","i3","23350","10405","4.8  "
"1746",2017,"BMW","i8","135998","568","4.8  "
"1747",2008,"Jeep","Grand","4692","165497","5  "
"1748",2013,"BMW","535","23988","55924","4.7  "
"1749",2015,"Honda","CR","16990","29079","5  "
"1750",2008,"Toyota","Corolla","6315","78215","4.7  "
"1751",1977,"Chevrolet","Corvette","8495","75695","4  "
"1752",2019,"Acura","RDX","46495",NA,"4.8  "
"1753",2019,"Acura","RDX","48795",NA,"4.8  "
"1754",2019,"Acura","RDX","46495",NA,"4.8  "
"1755",2004,"Nissan","Pathfinder","5695","104484","3.9  "
"1756",2017,"Audi","A4","23500","67220","4.6  "
"1757",2014,"Mercedes","Benz","34000","46365","4.6  "
"1758",2013,"Audi","Q5","19000","55573","4.8  "
"1759",2017,"GMC","Sierra","30000","19093",NA
"1760",2011,"Buick","LaCrosse","13765","92010","4.6  "
"1761",2010,"Cadillac","Escalade","17700","95296","5  "
"1762",2004,"Subaru","Legacy","7000","52129","5  "
"1763",2014,"BMW","X3","23945","35628","4.9  "
"1764",2015,"BMW","435","29700","35657","4.8  "
"1765",2015,"Audi","A8","43000","38653","4.8  "
"1766",2009,"BMW","535","11750","71495","3.1  "
"1767",2011,"Ford","Expedition","13250","119704","3.1  "
"1768",2014,"BMW","335","23777","25907","4.8  "
"1769",2013,"Subaru","BRZ","16890","43304","4.9  "
"1770",2017,"Toyota","RAV4","26988","27015","4.7  "
"1771",2011,"Subaru","Outback","15998","75861","4.8  "
"1772",2006,"Audi","A4","4954","149040","4.8  "
"1773",2010,"BMW","528","12995","65590","4.6  "
"1774",2004,"Toyota","4Runner","6995","141043","4.7  "
"1775",2014,"Ford","Transit","14091","69011","4.8  "
"1776",2006,"Mazda","Mazda3","1500","158954","5  "
"1777",2013,"Nissan","Altima","11986","45968","4.8  "
"1778",2015,"Toyota","4Runner","29495","43479","4.4  "
"1779",2013,"Audi","S4","19986","127842","5  "
"1780",2017,"Mitsubishi","Lancer","14790","24055","4.9  "
"1781",2016,"Toyota","Highlander","31299","35949","4.8  "
"1782",2017,"Chevrolet","Tahoe","38390","43465","4.9  "
"1783",2010,"Audi","A4","9799","76381","4.4  "
"1784",2015,"Nissan","Rogue","15190","30538","4.9  "
"1785",2002,"Chevrolet","Corvette","16299","94226","4.4  "
"1786",2010,"Volkswagen","Jetta","7995","47473","5  "
"1787",2008,"Kia","Rio","2987","152085","4.9  "
"1788",2017,"Honda","Accord","19988","18265","4.2  "
"1789",2015,"GMC","Acadia","22000","43918","4.9  "
"1790",2015,"Nissan","Rogue","11500","62764","4.9  "
"1791",2006,"Ford","Focus","2450","113000","5  "
"1792",2004,"Toyota","Highlander","8295","66650","4.3  "
"1793",2012,"BMW","X6","23962","62941","3  "
"1794",2015,"Ford","Mustang","28900","8495","4.7  "
"1795",2018,"Jeep","Wrangler","34525",NA,"5  "
"1796",2012,"Ford","Focus","5995","87381",NA
"1797",2016,"Chevrolet","Trax","13987","26222","4.5  "
"1798",2006,"Jeep","Liberty","5990","80210","5  "
"1799",2016,"Ford","F","27000","45523","4.9  "
"1800",2019,"Subaru","Ascent","42920",NA,"5  "
"1801",2016,"Chevrolet","Silverado","26999","34761","4.9  "
"1802",2000,"Ford","Ranger","2650","175385","4.8  "
"1803",2014,"GMC","Sierra","27999","102685","4  "
"1804",2007,"Toyota","4Runner","12400","102933","3.5  "
"1805",2013,"Mercedes","Benz","21950","157000","4  "
"1806",2019,"Subaru","Ascent","40409",NA,"3.5  "
"1807",2014,"Toyota","Camry","8745","140499","4.2  "
"1808",2015,"Acura","TLX","18500","27061","4.6  "
"1809",2012,"Chevrolet","Cruze","5492","124206","4.5  "
"1810",2016,"Ford","Mustang","27987","22179","4.5  "
"1811",2014,"Audi","Q7","31917","45616","5  "
"1812",2013,"Nissan","Rogue","12995","33862","5  "
"1813",2016,"Honda","Accord","18490","30797","4.8  "
"1814",2016,"Volkswagen","Tiguan","19857","27879","4.4  "
"1815",2014,"GMC","Acadia","25983","50807","4.8  "
"1816",2010,"Subaru","Outback","11165","59091","4.8  "
"1817",2017,"Mazda","CX","32777",NA,"4.8  "
"1818",2012,"Chevrolet","Colorado","12995","83452","5  "
"1819",2014,"Audi","A8","32495","56542","4.8  "
"1820",2010,"Audi","Q5","10691","143336","4.8  "
"1821",2004,"Porsche","911","46990","65427","3  "
"1822",2015,"Jeep","Grand","24780","32209","3.3  "
"1823",2019,"RAM","1500","68105",NA,"4.8  "
"1824",2017,"BMW","540","56998","8479","4.9  "
"1825",2015,"Mazda","Mazda3","12881","26810","4.9  "
"1826",2014,"Nissan","Pathfinder","18900","67644","4.4  "
"1827",2016,"Ford","F","44994","8303","4.5  "
"1828",2018,"Mercedes","Benz","57988","3700","4  "
"1829",2013,"RAM","1500","25990","75714","4.9  "
"1830",1965,"Rolls","Royce","52995","38","3.3  "
"1831",2012,"Honda","Accord","7199","142456","5  "
"1832",2015,"Honda","Civic","17298","57465","4.7  "
"1833",2007,"Toyota","Corolla","7984","33114","5  "
"1834",2013,"Toyota","Tacoma","18000","41554","4.7  "
"1835",2013,"Hyundai","Genesis","17500","48964","4.7  "
"1836",2015,"Ford","Mustang","22000","25992","4.7  "
"1837",2018,"BMW","M5","118175",NA,"4.8  "
"1838",2016,"BMW","X3","29995","26595","4.8  "
"1839",2014,"Land","Rover","26898","30929","4.7  "
"1840",2015,"Bentley","Flying","114425","19000","5  "
"1841",2012,"Chevrolet","Silverado","18690","84769","4.7  "
"1842",2015,"Mazda","CX","21455","37934","4.8  "
"1843",2017,"Volvo","XC90","45000","19479","4.8  "
"1844",2017,"BMW","M2","45990","28901","3  "
"1845",2013,"Cadillac","ATS","13957","58878","4.3  "
"1846",2014,"Ford","Explorer","14998","91306","4.9  "
"1847",2006,"Ford","Expedition","5995","118919","4  "
"1848",2012,"Subaru","Impreza","10900","64280","4.9  "
"1849",2007,"Toyota","Camry","5700","117986","4.8  "
"1850",2004,"Toyota","Tundra","10995","102186",NA
"1851",2015,"Jeep","Grand","28977","48287","4.7  "
"1852",2013,"Honda","Civic","9997","47738","4.3  "
"1853",2009,"Chrysler","300C","13788","29544","4.5  "
"1854",2007,"Lexus","SC","23998","43747","4.9  "
"1855",2006,"Audi","A4","8995","109676","5  "
"1856",2017,"Mazda","CX","24487","6848","4.9  "
"1857",2018,"Hyundai","Santa","30995",NA,"4.9  "
"1858",2017,"Toyota","RAV4","18998","57614","5  "
"1859",2013,"Mercedes","Benz","17700","67372","4.8  "
"1860",2008,"Volvo","C30","8888","50500","4.6  "
"1861",2018,"Volvo","XC60","49998","15171","4.6  "
"1862",2016,"Ford","Shelby","49998","2963","5  "
"1863",2005,"Ford","Escape","6250","74198","1  "
"1864",2014,"Lexus","ES","13998","93234","4.8  "
"1865",2016,"Ford","F","26590","24456","4.9  "
"1866",2011,"Ford","Fiesta","6995","58647","3.8  "
"1867",2018,"Maserati","GranTurismo","119995","313","4.9  "
"1868",2015,"Subaru","Outback","18980","68578","4.9  "
"1869",2004,"Volkswagen","Phaeton","19991","85604","3.4  "
"1870",2014,"BMW","650","35975","36065","4.8  "
"1871",2015,"Jeep","Cherokee","15477","59805","4.5  "
"1872",2014,"Audi","A4","14500","67512","4.8  "
"1873",2005,"Jeep","Grand","6900","93954","5  "
"1874",2016,"Chevrolet","Tahoe","45900","24653","4.8  "
"1875",2016,"Mercedes","Benz","25990","11635","4.6  "
"1876",2017,"Toyota","Highlander","34000","27145","4.8  "
"1877",2017,"Chevrolet","Camaro","26999","26495","4.3  "
"1878",2007,"Ford","F","14995","85008","4.3  "
"1879",2019,"Ford","F","44278",NA,"4.6  "
"1880",2018,"Volkswagen","Tiguan","34861",NA,"4.8  "
"1881",2015,"Volkswagen","Jetta","15730","35963","4.8  "
"1882",2014,"Jeep","Grand","23998","43000","4.3  "
"1883",2014,"Jeep","Grand","19490","106386","4.9  "
"1884",2012,"BMW","550","12899","117687","4.4  "
"1885",2016,"Subaru","Legacy","16990","29725","4.9  "
"1886",2004,"Honda","Element","4595","178067","5  "
"1887",2013,"Ford","Focus","7995","53910","5  "
"1888",2016,"BMW","X5","67995","40439","4.9  "
"1889",2018,"Ford","Transit","44985","9587","5  "
"1890",2013,"Toyota","Camry","11799","70853","5  "
"1891",2005,"Dodge","Dakota","9500","57460","5  "
"1892",2017,"Ford","F","43900","24778","4.7  "
"1893",2013,"Toyota","Highlander","11950","130063","4  "
"1894",2011,"Acura","TSX","9995","106105","5  "
"1895",2017,"Volvo","XC90","75895",NA,"4.9  "
"1896",1991,"Mazda","MX","2995","88185","5  "
"1897",2010,"Nissan","Altima","8388","64256","4.9  "
"1898",2010,"Mercedes","Benz","7495","129357","5  "
"1899",2011,"Volkswagen","Tiguan","10499","51566","5  "
"1900",2015,"Ford","Transit","16500","29193","4.9  "
"1901",2016,"Honda","Civic","15499","22325","4.9  "
"1902",2018,"Nissan","Altima","19500","1693","4.8  "
"1903",2017,"Porsche","Macan","58900","25123","5  "
"1904",2016,"Mazda","CX","22460","36063","5  "
"1905",2015,"Jeep","Wrangler","24990","38336","5  "
"1906",2007,"Toyota","Camry","3995","186490",NA
"1907",2012,"Jeep","Wrangler","17995","34388","4.2  "
"1908",2008,"Mazda","MX","5995","117560","4.2  "
"1909",2015,"GMC","Canyon","26023","41775","4.8  "
"1910",2016,"Toyota","Highlander","34989","29229","4.9  "
"1911",2018,"Hyundai","Tucson","24000","6457","4.8  "
"1912",2010,"Lexus","GX","23850","73500","4.8  "
"1913",2016,"Toyota","Tacoma","25000","28178","4.5  "
"1914",2015,"Mazda","CX","24289","35439","4.8  "
"1915",2015,"RAM","1500","25196","41159","4.9  "
"1916",2019,"Ford","Ranger","38885",NA,"4.9  "
"1917",2008,"Jeep","Wrangler","13995","131945","5  "
"1918",1990,"Alfa","Romeo","11992","88240","4.8  "
"1919",2010,"Hyundai","Santa","6990","129511","4.2  "
"1920",2015,"Mercedes","Benz","32900","26259","3.8  "
"1921",2016,"Volvo","XC90","38999","45137","4.9  "
"1922",2013,"Toyota","Highlander","22995","69451","5  "
"1923",2016,"Audi","A6","28700","48644","5  "
"1924",2008,"Ford","F","5900","135756","5  "
"1925",2011,"Toyota","Tundra","24000","62575","4.4  "
"1926",2006,"Toyota","Highlander","10999","86351","5  "
"1927",2019,"RAM","1500","42912",NA,"4.7  "
"1928",2007,"Ford","F","7997","116129","4.9  "
"1929",2014,"Toyota","Camry","10795","115267","4.9  "
"1930",2017,"Honda","Accord","22309","30042","4.8  "
"1931",2018,"Toyota","Highlander","37950","1040","4.8  "
"1932",2015,"GMC","Sierra","31998","64592","4.9  "
"1933",2016,"Dodge","Challenger","35900","4516","4.7  "
"1934",2016,"BMW","X3","29900","27975","4.7  "
"1935",2016,"Lexus","IS","30687","25611","4.9  "
"1936",2012,"BMW","328","11885","107399","4.8  "
"1937",2017,"Jeep","Grand","32450","8330","4.8  "
"1938",2012,"Lexus","CT","14498","47470","4.3  "
"1939",2015,"Toyota","Land","55490","38235","4.7  "
"1940",2007,"Saab","9","8990","73329","5  "
"1941",2017,"Mazda","CX","23440","3217","4.8  "
"1942",2008,"Saturn","Aura","4990","92750",NA
"1943",2015,"BMW","X5","28790","65988","3  "
"1944",2008,"Honda","Civic","5478","134749","4.7  "
"1945",2012,"Jeep","Patriot","7955","83624","4.7  "
"1946",2010,"Toyota","Tundra","14999","99100",NA
"1947",2019,"Genesis","G70","38070",NA,"3.5  "
"1948",2004,"BMW","Z4","9900","55037","4.9  "
"1949",2017,"Toyota","Avalon","18000","42205","4.6  "
"1950",2015,"Lexus","IS","24000","29820","4.6  "
"1951",2016,"Toyota","RAV4","18994","35607","4.8  "
"1952",2005,"Honda","Civic","4995","93068","5  "
"1953",2013,"Toyota","4Runner","20988","93867","4.7  "
"1954",2019,"Volvo","XC60","48940",NA,"5  "
"1955",2013,"Nissan","Sentra","9500","67356","4.9  "
"1956",2019,"Mazda","MX","32225",NA,"4.9  "
"1957",2012,"Cadillac","CTS","33788","68715","4.8  "
"1958",2015,"Audi","Q3","18987","79525","4.8  "
"1959",2014,"BMW","320","15500","55168","4.8  "
"1960",2017,"BMW","X5","37995","32619","4.9  "
"1961",2008,"BMW","M3","24999","68413","5  "
"1962",1999,"Porsche","911","30000","17156","5  "
"1963",2008,"Chevrolet","Silverado","22988","74314","4.7  "
"1964",2016,"Lexus","RX","41719","33388","4.7  "
"1965",2019,"Lexus","NX","43997","248","4.7  "
"1966",2012,"Audi","Q5","17980","47326","4.8  "
"1967",2014,"BMW","550","28995","35965","4.6  "
"1968",2005,"Chevrolet","Suburban","7995","99968","4.7  "
"1969",2017,"Ford","Focus","18898","16099","4.8  "
"1970",2012,"Chevrolet","Malibu","8980","64074","4.8  "
"1971",2011,"Toyota","Tacoma","21400","44198","4.8  "
"1972",2016,"Dodge","Charger","37999","34625","4.3  "
"1973",2018,"Toyota","Highlander","29456","19764","4.7  "
"1974",2013,"Hyundai","Veloster","7000","97275","4.8  "
"1975",2017,"Hyundai","Accent","9732","23032","5  "
"1976",2018,"Audi","Q3","27995","18380","5  "
"1977",2017,"Chevrolet","Colorado","34495","14182","5  "
"1978",2010,"Chevrolet","Traverse","9999","78167","4.4  "
"1979",2009,"Audi","A4","7399","101102","4.4  "
"1980",2016,"Scion","FR","26809",NA,"4  "
"1981",2018,"Toyota","Corolla","14999","9817","4.4  "
"1982",2018,"Nissan","Armada","37500","20291","4.8  "
"1983",2017,"Toyota","Tacoma","31500","23247","4.9  "
"1984",2014,"Chevrolet","Corvette","43988","15646","4.8  "
"1985",2018,"Dodge","Challenger","41995","2354","4.9  "
"1986",2015,"Chevrolet","Tahoe","34580","47603","4.9  "
"1987",2005,"Toyota","ECHO","5999","55003","3.7  "
"1988",2019,"Subaru","Ascent","39430",NA,"4.1  "
"1989",2015,"Audi","Q7","23735","114425","5  "
"1990",2004,"Nissan","Xterra","4995","132274","5  "
"1991",2014,"Cadillac","Escalade","39990","27471","5  "
"1992",2018,"Volkswagen","Tiguan","23388","9934","4.9  "
"1993",2015,"Volkswagen","Eos","18900","33226","4.9  "
"1994",2010,"Chevrolet","Silverado","19999","38974","4.5  "
"1995",2017,"Toyota","Highlander","26700","20943","4.8  "
"1996",2012,"Kia","Sportage","9999","74747","5  "
"1997",2016,"Nissan","Sentra","6950","75341","1  "
"1998",2012,"Honda","Civic","3995","246041",NA
"1999",2013,"RAM","1500","21877","83460","4.1  "
"2000",2018,"Jeep","Wrangler","39569",NA,"4.4  "
"2001",2003,"Mercedes","Benz","3995","192509","5  "
"2002",2015,"Ford","Mustang","13795","71201","5  "
"2003",2007,"Ford","Mustang","9498","61145","5  "
"2004",2018,"Alfa","Romeo","33788","4100","5  "
"2005",2010,"Toyota","Highlander","9990","145248","5  "
"2006",2005,"Mercedes","Benz","4995","126000","5  "
"2007",2004,"Nissan","Frontier","4997","119961","5  "
"2008",2013,"Ford","Taurus","14000","69203","3.5  "
"2009",2013,"Ford","Edge","10495","104709","4.2  "
"2010",2018,"Chevrolet","Colorado","36989","3161","4.5  "
"2011",2012,"Nissan","Sentra","7597","71783","4.8  "
"2012",2008,"Hyundai","Tiburon","3995","89000","3.5  "
"2013",2012,"Chevrolet","Tahoe","17400","165248","4.8  "
"2014",2004,"Lincoln","LS","3000","108286","4.8  "
"2015",2014,"Porsche","Cayenne","38991","24706","4.8  "
"2016",2013,"Ford","Fusion","7356","101759","4.8  "
"2017",2012,"Honda","Civic","8700","87255","4.8  "
"2018",2006,"Porsche","Cayenne","11450","126600","4.8  "
"2019",2012,"Mercedes","Benz","16900","84371","3.8  "
"2020",2003,"Honda","Pilot","6495","112942","5  "
"2021",2012,"RAM","2500","29364","42346","4.8  "
"2022",2012,"Jeep","Grand","16802","65514","4.8  "
"2023",2009,"Mercedes","Benz","9997","103825","4.9  "
"2024",2016,"Mercedes","Benz","24497","23892","4.9  "
"2025",2014,"Acura","MDX","22990","86025","2.8  "
"2026",2010,"Toyota","Yaris","5500","112999","4.4  "
"2027",2018,"Audi","Q5","37398","16292","4.9  "
"2028",2012,"INFINITI","G37","13987","60143","4.6  "
"2029",2019,"RAM","1500","37715",NA,"4.7  "
"2030",2016,"Honda","Civic","16968","26781","4.6  "
"2031",2011,"Toyota","Prius","11490","65191","4.9  "
"2032",2015,"Lexus","IS","24987","39850","4.9  "
"2033",2008,"BMW","328","9495","97970","4.8  "
"2034",2011,"BMW","X5","24500","77472","4.4  "
"2035",2019,"Volvo","XC60","64500",NA,"4.9  "
"2036",2017,"Nissan","Armada","29900","44068","4.7  "
"2037",2016,"BMW","i3","25798","4170","4.8  "
"2038",2013,"Land","Rover","24780","83459","4.8  "
"2039",2012,"Audi","Q5","18888","61827","4.8  "
"2040",2014,"Jeep","Grand","18500","93429","4.9  "
"2041",2011,"Lexus","CT","12995","57562","3.9  "
"2042",2010,"Mazda","CX","8500","91087","4.8  "
"2043",2019,"Acura","RDX","48795",NA,"4.8  "
"2044",2014,"Toyota","FJ","28980","79293","4.9  "
"2045",2016,"Ford","F","33485","15641","4.7  "
"2046",2018,"Nissan","Altima","17888","2788","4.5  "
"2047",2006,"INFINITI","G35","7495","90962","5  "
"2048",2018,"Land","Rover","35500","8053","4.7  "
"2049",2012,"Cadillac","SRX","14100","64605","4.4  "
"2050",2012,"BMW","550","21299","60617",NA
"2051",2011,"Jeep","Compass","9756","88149","4.7  "
"2052",2017,"Jeep","Grand","26565","30656","4.9  "
"2053",2014,"Toyota","Corolla","9500","82885","3.1  "
"2054",2016,"Volvo","XC90","31299","57336","4.7  "
"2055",2003,"Porsche","911","26799","70234","5  "
"2056",2015,"Jeep","Grand","24950","37353","4.8  "
"2057",2012,"Subaru","Outback","14998","51916","4.8  "
"2058",2016,"Ford","Shelby","49998","1756","4.8  "
"2059",2018,"Chevrolet","Corvette","48500","12273","4.8  "
"2060",2012,"RAM","1500","21990","61699","4.9  "
"2061",2018,"BMW","M240","43800","4665","3.1  "
"2062",2016,"Jeep","Cherokee","18790","33548","4.9  "
"2063",2006,"Jaguar","X","5495","84589","4.6  "
"2064",2015,"GMC","Acadia","23787","78697","4.5  "
"2065",2008,"Audi","S4","18991","56620","3.4  "
"2066",2015,"Subaru","Forester","16500","62018","4.9  "
"2067",2006,"Jeep","Wrangler","12500","105169","5  "
"2068",2018,"Chevrolet","Silverado","56980","12758","4.8  "
"2069",2001,"Jeep","Wrangler","8000","122683","5  "
"2070",2006,"Ford","F","5399","144000","5  "
"2071",2018,"Chevrolet","Silverado","38642",NA,"4.7  "
"2072",2014,"Honda","Accord","13400","90800","4.8  "
"2073",2012,"Hyundai","Elantra","7962","90547","4.8  "
"2074",2011,"Nissan","Xterra","14290","74048","4.9  "
"2075",2008,"Nissan","Altima","5299","97643","4.4  "
"2076",2015,"Mazda","Mazda3","11990","34116","4.9  "
"2077",2008,"Dodge","Charger","10799","61468","4.4  "
"2078",2017,"Ford","Fiesta","13000","2035","4.6  "
"2079",2013,"Mercedes","Benz","26995","63240","5  "
"2080",2016,"Toyota","Camry","13995","49986","5  "
